"Unclaimed Baggage Center","One person's lost luggage is another person's treasure."," Alabama","Scottsboro","34.6732","-86.0446","2465","/places/unclaimed-baggage-center"
"Mercer Caverns","A popular tourist cave with a dark past."," California","Murphys","38.1523","-120.4783","827","/places/mercer-caverns"
"Alvord Lake Bridge","An overlooked and unassuming engineering marvel."," California","San Francisco","37.769","-122.4547","5054","/places/alvord-lake-bridge"
"Townhouse Bar and Speakeasy","From pre-war whiskey cocktails to prohibition-era speakeasy secrecy, this bar has seen it all."," California","Los Angeles","33.9872","-118.4726","4900","/places/townhouse-bar-speakeasy"
"Confusion Hill","An optical illusion found amid a logged redwood forest."," California","Piercy","39.9609","-123.7852","634","/places/confusion-hill"
"Los Angeles Zoo Botanical Gardens","The L.A. Zoo has a secret garden of rare bootleg cycads, a palm specimen dating back 280 million years."," California","Los Angeles","34.1489","-118.284","4345","/places/los-angeles-zoo-botanical-gardens"
"Thompson Home","Nancy Thompson's Home from ""A Nightmare on Elm Street."""," California","Los Angeles","34.0971","-118.3579","14769","/places/thompson-home"
"Museum of Tolerance","A multimedia experience that chronicles the atrocities of racism."," California","Los Angeles","34.0538","-118.4017","9890","/places/museum-of-tolerance-2"
"Beat Museum","A collection of memorabilia from the Beat era in the back of a San Francisco bookstore."," California","San Francisco","37.7981","-122.4062","17024","/places/beat-museum"
"Randsburg","The liveliest ghost town in the state."," California","Johannesburg","35.3686","-117.6581","9322","/places/randsburg-california"
"The Old Ship Saloon","A Barbary Coast watering hole built into a Gold Rush shipwreck."," California","San Francisco","37.7978","-122.4008","5182","/places/the-old-ship-saloon-san-francisco-california"
"Bob's Crystal Cave","A meditative space out of a fantasy story."," California","Yucca Valley","34.1256","-116.4166","22129","/places/bobs-crystal-cave"
"Disneyland's Club 33","The hidden jewel of Disneyland: a members only playground for the Disney elite."," California","Anaheim","33.8118","-117.9195","4010","/places/disneyland-s-club-33"
"Chicken Boy","The so-called ""Statue of Liberty of Los Angeles"" is on a one mutant mission to keep LA weird."," California","Los Angeles","34.1085","-118.1943","13048","/places/chicken-boy"
"San Francisco's Cable Car Museum","Not merely a museum – but a whirring powerhouse that offers a subterranean peek into the heart and soul of cable car operations."," California","San Francisco","37.7945","-122.4114","2125","/places/san-francisco-s-cable-car-museum-2"
"Pioneertown","A fake town founded by Western movie stars is now becoming a hip desert community."," California","Pioneertown","34.1564","-116.4986","10334","/places/pioneertown"
"Encryption Lava Lamps","The randomness of this wall of lava lamps helps encrypt up to 10 percent of the internet."," California","San Francisco","37.7802","-122.3906","24735","/places/encryption-lava-lamps"
"San Francisco's Pet Cemetery","A monument to the love people have for their pets."," California","San Francisco","37.8026","-122.4674","2105","/places/san-franciscos-pet-cemetery"
"The Wolf House - Jack London State Park","The haunting ruins of Jack London's dream house."," California","Glen Ellen","38.351","-122.5373","1516","/places/wolf-house-jack-london-state-park"
"Tio's Tacos","Mexican food and folk art."," California","Riverside","33.9843","-117.3768","3094","/places/tio-s-tacos"
"Calico Ghost Town","A desert ghost town that was once home to over 500 silver mines, Calico lasted only 12 years of boom before it all went bust."," California","Yermo","34.9475","-116.8639","15223","/places/calico-ghost-town-2"
"Golden Gate Park Vintage Carousel","This turn of the century masterpiece has a mysterious goaty interloper."," California","San Francisco","37.7679","-122.458","4944","/places/golden-gate-park-vintage-carousel"
"Café Jack","A ""Titanic"" superfan changed his name to Jack and set up this strange shrine to the blockbuster, complete with Korean food and Tarot readings."," California","Los Angeles","34.065","-118.3086","23763","/places/cafe-jack"
"House of Air","Inside an old airplane hangar, friends and strangers alike play on a massive trampoline."," California","San Francisco","37.8049","-122.4688","2788","/places/house-of-air"
"Barnsdall Art Park","This historic LA park offers magnificent views and one of Frank Lloyd Wright's masterpieces."," California","Los Angeles","34.1015","-118.2943","15986","/places/barnsdall-art-park"
"California Cactus Center","A nursery specializing in strange and beautiful succulents and cacti."," California","Pasadena","34.1426","-118.0729","1134","/places/california-cactus-center"
"Barker Ranch","The location of the last stand of Manson's doomsday cult."," California","Panamint","35.8596","-117.0885","5400","/places/barker-ranch-2"
"Evergreen Memorial Park & Crematory","Los Angeles's oldest cemetery allows visitors to trace the history of this proud city."," California","Los Angeles","34.042","-118.2012","5188","/places/evergreen-memorial-park-crematory"
"Giant Rock","A regular looking rock with an unbelievable history."," California","Landers","34.3328","-116.3887","901","/places/giant-rock"
"Harper's Topiary Garden","A couple creates a magical topiary 'museum' on their average, suburban corner."," California","San Diego","32.7412","-117.1761","11574","/places/harper-s-topiary-garden"
"Calistoga Petrified Forest","The fossilized remains of ancient California redwoods."," California","Calistoga","38.5558","-122.6389","1604","/places/calistoga-petrified-forest"
"California City: The Unbuilt Suburb","The ""3rd largest"" city in California is an empty mirage of suburbia in the middle of nowhere."," California","California City","35.1768","-117.788","1779","/places/california-city-unbuilt-suburb"
"Devils Golf Course Landscape","""Only the devil could play golf here."""," California","Inyo","36.2201","-116.8817","869","/places/devils-golf-course"
"Donner Pass Summit Tunnels","The now-abandoned tunnels were built for the transcontinental railroad on the route where the first wagon train entered California."," California","Truckee","39.3156","-120.3207","21485","/places/donner-pass-summit-tunnels"
"Wildrose Charcoal Kilns","Ten 25-foot high beehive-shaped kilns abandoned in Death Valley."," California","Death Valley","36.2467","-117.0761","3020","/places/wildrose-charcoal-kilns"
"Walt Disney's Carolwood Barn","The famous animator's private station house and man-cave was the birthplace of imagineering."," California","Los Angeles","34.155","-118.3012","9857","/places/walt-disney-s-carolwood-barn"
"Point Sur Lightstation","Life in this isolated, hilltop lighthouse was lonely, but it sure was lovely."," California","Monterey","36.3063","-121.9016","14230","/places/point-sur-lightstation"
"Spadena House","Storybook cottage in Beverly Hills was once the site of 1920s silent film studio, affectionately known as ""The Witch's House."""," California","Beverly Hills","34.069","-118.411","1381","/places/witchs-house"
"Petersen Automotive Vault","Once strictly off-limits, this lower level housing curious and priceless vehicles of the Petersen Automotive Museum is now open to the public."," California","Los Angeles","34.0665","-118.352","6380","/places/petersen-automotive-vault"
"Route 66: End of the Trail","A sign at the end of the Santa Monica Pier marks the end of the legendary American highway, symbolizing that this road only ended when the sea stood in its way."," California","Santa Monica","34.0094","-118.4973","4923","/places/route-66-end-trail"
"Adventure Playground","A playground built by the kids that is a child's wonderland, and a helicopter parent's nightmare."," California","Berkeley","37.8632","-122.3145","6845","/places/adventure-playground"
"Buena Vista Park Tombstones","Gold Rush-era tombstones line the park's paths."," California","San Francisco","37.7682","-122.4418","8123","/places/buena-vista-park-tombstones"
"International Banana Museum","World's largest collection devoted to one fruit."," California","Mecca","33.5212","-115.9354","1450","/places/international-banana-club-museum"
"Elfin Forest","This dark, quiet forest on the outskirts of San Diego is dense with rumor and lore."," California","Escondido","33.0738","-117.1639","9862","/places/elfin-forest"
"Bigfoot Discovery Museum","This quirky roadside attraction dives into the many theories surrounding North America's most infamous hairy cryptid."," California","Felton","37.0415","-122.0726","1924","/places/bigfoot-discovery-museum"
"San Francisco Botanical Gardens","Golden Gate Park's historic botanical collection."," California","San Francisco","37.767","-122.4667","5841","/places/san-francisco-botanical-gardens"
"Gold Bug","Contemporary art inspired by natural history and science drawing on ancient techniques in a modern world."," California","Pasadena","34.1465","-118.1495","747","/places/gold-bug"
"The Wreck of the King Philip","This partially buried wreck is one of the most complete of its kind but is only revealed when the sea allows."," California","San Francisco","37.7594","-122.5108","10956","/places/the-wreck-of-the-king-philip-san-francisco-california"
"Pacific Pinball Museum","Playable, historic pinball machines fill this Alameda museum."," California","Alameda","37.7737","-122.2767","1713","/places/pacific-pinball-museum"
"Albany Bulb","An ""anarchical"" no man's land, complete with garbage sculptures and a hobo-run ""Landfillian Library."""," California","Albany","37.8884","-122.3258","1127","/places/albany-bulb"
"Alamere Falls","This rare example of a ""tidefall"" is a spectacular drop from the cliffs directly into the sea."," California","Bolinas","37.9537","-122.7834","25655","/places/alamere-falls"
"Heinold's First and Last Chance Saloon","Dive bar built out of the remains of a whaling ship."," California","Oakland","37.7938","-122.2746","3128","/places/heinolds-first-and-last-chance-saloon"
"The Music Box Steps","The site of a classic series of Laurel and Hardy pratfalls."," California","Los Angeles","34.0831","-118.2751","6924","/places/the-music-box-steps-los-angeles-california"
"Graffiti Waterfall","Mixing urban grit with natural beauty, this secluded waterfall has a little something for everyone."," California","Riverside","33.8759","-117.4913","11803","/places/graffiti-waterfall"
"Knapp’s Castle","The ruins of the castle that chemicals built."," California","Santa Barbara","34.547","-119.8937","9639","/places/knapp-s-castle"
"Golden Gate Park Druid Circles","The stones that traveled from Spain to eventually become a holy place for San Francisco's nature worshippers."," California","San Francisco","37.7692","-122.4644","5049","/places/golden-gate-park-druid-circles"
"Nitt Witt Ridge","A house built from trash known as the poor man's Hearst Castle."," California","Cambria","35.5674","-121.0969","219","/places/nitt-witt-ridge"
"Galleta Meadows Estate","Metal Jurassic Park on the side of a California highway."," California","Borrego Springs","33.2877","-116.3755","4018","/places/galleta-meadows-estate"
"Galleta Meadows Estate","Metal Jurassic Park on the side of a California highway."," California","Borrego Springs","33.2877","-116.3755","4018","/places/galleta-meadows-estate"
"Guadalupe-Nipomo Dunes","Coastal dunes, site of buried Egyptian movie set and former utopian colony."," California","Guadalupe","34.967","-120.65","1327","/places/guadalupe-nipomo-dunes"
"Tobin House","Half of a house."," California","San Francisco","37.7897","-122.4268","4315","/places/tobin-house"
"Saline Valley Hot Springs","A hard-to-reach oasis in a desolate corner of Death Valley National Park."," California","Inyo County","36.8056","-117.7734","10522","/places/saline-valley-hot-springs-2"
"Hollywood Heritage Museum","A little barn in the middle of the city preserving Hollywood treasures since 1985."," California","Los Angeles","34.1086","-118.3361","1726","/places/hollywood-heritage-museum"
"Tail of the Yak","Handmade treasures from around the world."," California","Berkeley","37.8565","-122.2537","2288","/places/tail-of-the-yak"
"Farallon Islands","Nuclear waste dump site now an environmental sanctuary."," California","San Francisco","37.7388","-123.0536","3119","/places/farallon-islands"
"Short Story Vending Machine","With the touch of a button, you can read a randomly selected short story."," California","San Francisco","37.7966","-122.405","22766","/places/short-story-vending-machine"
"Randy's Donuts","A giant donut stands as a popular symbol of Los Angeles iconography."," California","Inglewood","33.9619","-118.3705","8021","/places/randy-s-donuts"
"Faery Door","San Franciscans leave gifts and messages for the magical beings that live behind the tiny, mysterious door installed on a tree in Golden Gate Park."," California","San Francisco","37.7701","-122.4703","20269","/places/faery-door"
"Desert Christ Park","On a barren hillside in the Yucca Valley, the slowly decaying Desert Christ Park has attracted pilgrims and kitsch hunters for over 50 years."," California","Yucca Valley","34.1291","-116.4395","8740","/places/desert-christ-park-2"
"The Moore Lab of Zoology","One of the world's largest collections of rare and magnificent bird specimens."," California","Los Angeles","34.1265","-118.21","5904","/places/the-moore-lab-of-zoology-los-angeles-california"
"Blythe Intaglios","Ancient human, animal, and geometric figures drawn in the earth."," California","Blythe","33.8004","-114.5319","499","/places/blythe-intaglios"
"El Bordello Alexandra Apartments","An increasingly eccentric apartment building, topped with winged beasties."," California","Los Angeles","33.9887","-118.4743","4916","/places/el-bordello-alexandra"
"Bowling Ball Beach","The mysterious round rocks of Schooner Gulch."," California","Point Arena","38.8698","-123.6574","9917","/places/bowling-ball-beach"
"The Sutro Egyptian Collection","Tenacious mummies survived dental problems, eternal entombment, and more than their fair share of devastating fires."," California","San Francisco","37.7227","-122.4801","1532","/places/sutro-egyptian-collection-skb"
"Gardens of the World","From Japan to Italy, this California park explores the world's cultures through their gardens."," California","Thousand Oaks","34.1766","-118.8481","16265","/places/gardens-of-the-world"
"Letterform Archive","Font fans, unite."," California","San Francisco","37.7638","-122.394","17953","/places/letterform-archive"
"Global Effects, Inc.","Where the line between entertainment and aerospace blurs."," California","Los Angeles","34.1997","-118.3974","6692","/places/global-effects-inc"
"Musso and Frank Grill","This star-studded Old Hollywood restaurant is where Fettucine Alfredo made its United States debut."," California","Los Angeles","34.1018","-118.3354","19691","/places/musso-and-frank"
"Arboretum & Botanical Gardens","Arcadia is home to a haven for nature geeks and 80s TV lovers alike."," California","Arcadia","34.1449","-118.0508","9696","/places/arboretum-botanical-gardens"
"Eagle and High Peak Mine","Where there's quartz, there must be gold. Thus is the story of the mines of Julian, and the titillating times of the Gold Rush."," California","Julian","33.0811","-116.5973","6107","/places/eagle-high-peak-mine"
"Japanese Garden at the Donald C. Tillman Water Reclamation Plant","This traditional garden in the San Fernando Valley doubled for Star Fleet Academy, and is irrigated entirely by wastewater."," California","Los Angeles","34.1828","-118.4809","20098","/places/japanese-garden-at-the-donald-c-tillman-water-reclamation-plant"
"Hobbiton, USA","A crumbling wizard is one of the final reminders of a roadside Middle Earth."," California","Phillipsville","40.1945","-123.769","12437","/places/hobbiton-usa"
"The Ahwahnee Hotel","The interior of The Shining's Overlook Hotel was based on this Yosemite original."," California","Yosemite National Park","37.7463","-119.5744","16117","/places/the-ahwahnee-hotel-yosemite-national-park-california"
"Urbano Sundial","A promotional sun clock on the site of San Francisco's great raceway."," California","San Francisco","37.7247","-122.4687","8296","/places/urbano-sundial"
"Jadis","Legendary prop shop filled with one man's collection of scientific curiosities."," California","Santa Monica","34.001","-118.4824","2164","/places/jadis"
"The Flintstone House","A burnt orange monolithic dome structure perched on a hillside near Interstate 280."," California","Hillsborough","37.5308","-122.359","4351","/places/flintstone-house-hillsborough"
"Santa Monica Camera Obscura","An offbeat angle on the ocean viewed through an antiquated lens."," California","Santa Monica","34.0128","-118.497","4347","/places/camera-obscura-santa-monica"
"Dangling Legs at the Piedmont Boutique","The giant pair of sexy legs sticking out the window of this costume store have become its main draw."," California","San Francisco","37.7703","-122.4463","17532","/places/dangling-legs-at-the-piedmont-boutique"
"Mojave Lava Tube","A volcanic tunnel illuminated by natural skylights offers a shaded respite from the desert sun."," California","San Bernardino County","35.2163","-115.7515","24538","/places/mojave-lava-tube"
"Millennium Biltmore Hotel","This opulent hotel has been visited by Spider-Man, Charlie's Angels, and the Ghostbusters."," California","Los Angeles","34.0498","-118.2539","14768","/places/millennium-biltmore-hotel"
"Candy Cane Lane","Come crisp December nights, this fairly plain neighborhood becomes a holiday dream world."," California","Los Angeles","34.1794","-118.5657","7421","/places/candy-cane-lane"
"Nature Friends Tourist Club","Discover for yourself what Herb Caen referred to as ""the best kept secret in the Bay Area."""," California","Mill Valley","37.898","-122.5702","4851","/places/german-tourist-club"
"Kissing Rock","Two rocks in a perpetual kiss and one of ""the most romantic spot in America."""," California","Pacific Grove","36.6344","-121.9246","2201","/places/kissing-rock"
"Guardian Lions of Route 66","A pair of large white marble lions guard this stretch of the Mojave Desert, and it is utterly mysterious how they got there."," California","Amboy","34.5602","-115.6423","21310","/places/guardian-lions-of-route"
"The Golden Fire Hydrant","The miraculous hydrant that saved the Mission District in 1906."," California","San Francisco","37.758","-122.4279","6767","/places/the-golden-fire-hydrant-san-francisco-california"
"The Adventurers' Club of Los Angeles","Hidden above a drug store on a nondescript corner of Lincoln Heights is a private clubhouse for intrepid explorers."," California","Los Angeles","34.0738","-118.2159","22003","/places/the-adventurers-club-of-los-angeles-los-angeles-california"
"AlloSphere","360-degree virtual reality chamber physically immerses scientists into their data."," California","Isla Vista","34.4171","-119.8481","1416","/places/allosphere"
"Mechanics' Institute Library and Chess Room","A library built during San Francisco's pioneer times is a student's retreat, bibliophile's sanctuary, and chess player's delight."," California","San Francisco","37.7887","-122.403","1664","/places/mechanics-institute-library-and-chess-room"
"Lemon Grove Mummies","Lemon Grove, California is known for its giant lemon...and mummified bodies."," California","San Diego","32.7314","-117.1519","11190","/places/lemon-grove-mummies"
"Janis Joplin’s Hotel Room","The hotel room where Janis Joplin tragically died has now become a makeshift shrine to the singer."," California","Los Angeles","34.1044","-118.3432","14167","/places/janis-joplins-hotel-room"
"Heaven's Gate Suicide House","The cheapest mansion on the block, there's just one catch..."," California","Rancho Santa Fe","33.0458","-117.2039","5390","/places/hale-bopp-house"
"Lava House","An abandoned, unfinished mansion on grounds strewn with lava rocks."," California","Belvedere Tiburon","37.8727","-122.4644","2274","/places/lava-house"
"Suisun Bay Ghost Fleet","The rusting remains of the largest assembled WWII fleet on the West Coast."," California","Benicia","38.0733","-122.0971","1494","/places/suisun-bay-ghost-fleet"
"The Dorn Pyramid","A Mysterious Masonic tomb in San Luis Obispo."," California","San Luis Obispo","35.2608","-120.6696","683","/places/the-dorn-pyramid-san-luis-obispo-california"
"California Carnivores","Nursery with extensive collection of flesh-eating plants operated by the author of ""The Savage Garden."""," California","Sebastopol","38.3748","-122.7903","7566","/places/california-carnivores-4"
"Salt Ponds of San Francisco Bay","From the sky, a kaleidoscope of color brightens the grey landscape of the San Francisco Bay."," California","Newark","37.5194","-122.0321","4777","/places/salt-ponds-san-francisco"
"Salt Ponds of San Francisco Bay","From the sky, a kaleidoscope of color brightens the grey landscape of the San Francisco Bay."," California","Newark","37.5194","-122.0321","4777","/places/salt-ponds-san-francisco"
"Fossil Falls","Smooth basaltic rocks tell a tale of ancient glacial waterfalls."," California","Inyo","35.9699","-117.909","8700","/places/fossil-falls"
"The Bunny Museum","""The Hoppiest Place in the World"" holds the world’s largest collection of bunny memorabilia and is a singular testament of a couple's devotion to all things Leporidae."," California","Altadena","34.1905","-118.1316","1912","/places/the-bunny-museum-altadena-california"
"Scotty's Castle","Abandoned Jazz Age Dream Home and Con Man's Hide-Out in Death Valley Desert."," California","Inyo","37.0323","-117.341","1352","/places/scotty-s-castle"
"Ballarat Ghost Town","This old mining town, deep in the California desert, has a year-round population of one."," California","Inyo County","36.0478","-117.2233","15895","/places/ballarat-ghost-town"
"Balmy Alley Murals","Stunning street art as political theater for the masses."," California","San Francisco","37.7508","-122.4123","1579","/places/balmy-alley-murals-skb"
"Grandma Prisbrey's Bottle Village","An eccentric folk art landmark made out of discarded bottles by an inspired ""grandma."""," California","Simi Valley","34.2795","-118.7046","169","/places/grandma-prisbreys-bottle-village"
"The Tonga Hut","Though tiki culture has gone in and out of fashion, the Tonga Hut has always been flying the flag in Los Angeles."," California","Los Angeles","34.1864","-118.4122","23955","/places/the-tonga-hut-los-angeles-california"
"Krblin Jihn Kabin","While exploring the desert, you can stop by the home of a fictional heretic."," California","Joshua Tree","34.1471","-116.2998","3181","/places/krblin-jihn-kabin"
"California's Old Faithful","California's own majestic geyser is powered by a subterranean volcano."," California","Calistoga","38.5963","-122.6023","13537","/places/california-s-old-faithful"
"Bohemian Club","Longtime headquarters of controversial boys' club for the world's wealthiest and most powerful."," California","San Francisco","37.7883","-122.4115","1634","/places/bohemian-club-skb"
"Lake Shore Inn","Abandoned hotel with adjacent lake and golf course."," California","California City","35.1317","-117.9426","1970","/places/lake-shore-inn"
"Rockhaven Sanitarium","Once a place of peaceful repose, this sanitarium now faces an uncertain future."," California","Glendale","34.2113","-118.2384","15972","/places/rockhaven-sanitarium"
"The First Sea-Punk Mural","Art from the latest counter-culture; kids who dye their hair blue and believe the future will be a post-apocalyptic water world."," California","San Francisco","37.7749","-122.4203","4138","/places/the-first-sea-punk-mural-san-francisco-california"
"Great Wall of LA","The world's longest mural depicts Los Angeles' history of diversity as interpreted by children and scholars."," California","Los Angeles","34.1794","-118.4146","9432","/places/great-wall-of-la"
"Arizona Cactus Garden","A hidden world of exotic succulents and cacti."," California","Palo Alto","37.4359","-122.1711","4364","/places/arizona-cactus-garden"
"Arizona Cactus Garden","A hidden world of exotic succulents and cacti."," California","Palo Alto","37.4359","-122.1711","4364","/places/arizona-cactus-garden"
"The ""Center"" of San Francisco Monument","Adolph Sutro's little-known, geographically inaccurate, deprecated monument."," California","San Francisco","37.7633","-122.4455","2401","/places/the-center-of-san-francisco-monument-san-francisco-california"
"The Tenderloin Museum","A walk down memory lane in the heart of one of San Francisco's most notorious neighborhoods."," California","San Francisco","37.7839","-122.4142","15815","/places/the-tenderloin-museum-san-francisco-california"
"The Marconi Hotel","Built by the inventor of the radio, this abandoned hotel has housed early radio employees, military men, and a dangerous cult."," California","Marshall","38.1443","-122.878","12282","/places/the-marconi-hotel-marshall-california"
"International Sea Glass Museum","Celebrating the transformation of trash into objects of beauty."," California","Fort Bragg","39.4025","-123.8085","6634","/places/international-sea-glass-museum"
"Tom Mankiewicz Conservation Carousel","A carousel trades in its classic horses and calliope for endangered species, native flora and fauna, and a modern soundtrack."," California","Los Angeles","34.1473","-118.2888","4244","/places/carousel-mankiewicz-conservation-carousel"
"Fallen Star","This little blue house pokes out over the campus of UC San Diego, seven stories high."," California","San Diego","32.8814","-117.2353","16431","/places/fallen-star"
"Forest Lawn Cemetery","An extraordinary final resting place full of oversized art, amazing statues, and dead celebrities."," California","Glendale","34.125","-118.2531","4317","/places/forest-lawn-cemetery-glendale"
"East Bay Vivarium","An amazing collection of fantastic reptiles, amphibians, spiders, and insects."," California","Berkeley","37.8696","-122.2991","527","/places/east-bay-vivarium"
"Teakettle Junction","Travelers leave tea kettles in a remote part of Death Valley as part of a mysterious, decades-old tradition."," California","Inyo County","36.7603","-117.5417","24483","/places/teakettle-junction"
"Fish Shaped House","A private home built to resemble the shape of a microscopic creature."," California","Berkeley","37.8563","-122.2859","3775","/places/fish-shaped-house"
"Painted Dunes","The sunset-colored dunes of volcanic ash make taking a poor photo impossible."," California","Old Station","40.5456","-121.3128","24703","/places/painted-dunes"
"Venice Beach House","Two men, two visionaries of Venice Beach, one little hotel that smells like cookies."," California","Los Angeles","33.98","-118.4669","4914","/places/venice-beach-house"
"The Southern California Medical Museum","A small medical museum with a recreated doctor's office."," California","Riverside","33.9614","-117.3945","248","/places/southern-california-medical-museum"
"Maltese Falcon Alleyway","Alleyway plaque commemorating the death of a fictional character in The Maltese Falcon, not far from the author's home."," California","San Francisco","37.7902","-122.4075","1210","/places/place-where-miles-archer-died"
"Old Warner Bros. Theatre Inside Downtown Jewelry Exchange","The beautiful 1920 Pantages Theatre remains hidden just underneath the LA Downtown Jewelry Exchange."," California","Los Angeles","34.0459","-118.2551","14432","/places/old-warner-bros-theatre-inside-downtown-jewelry-exchange"
"The Bay Model","A working model of the entire San Francisco Bay and much of the Sacramento River Delta, complete with regular tides that change every 14 minutes."," California","Sausalito","37.8635","-122.4949","6899","/places/bay-model"
"Fairmont San Francisco Penthouse Suite","San Francisco's most expensive hotel room includes a secret passageway used by JFK."," California","San Francisco","37.7925","-122.41","16923","/places/fairmont-san-francisco-penthouse-suite"
"Kelso Dunes","The largest dune field in the Mojave offers a chance of hearing the 'singing sands.'"," California","San Bernardino","34.9091","-115.7691","7699","/places/kelso-dunes"
"UCLA Meteorite Collection","What began with a single, 357-pound chunk of the Canyon Diablo meteorite is now an impressive collection. ."," California","Los Angeles","34.069","-118.441","15952","/places/ucla-meteorite-collection"
"Artist's Drive","Millions of years of oxidation make a drive down this winding Death Valley road surprisingly colorful."," California","Inyo County","36.3299","-116.83","16418","/places/artists-drive"
"Jonestown Memorial","The memorial to the victims of the Jonestown Massacre carries the names of 918 lost, including one name people wish wasn't there."," California","Oakland","37.7711","-122.1776","5373","/places/jonestown-memorial"
"The Bhagavad-gita Museum","Dioramas and animatronics lead you through the story of Bhagavad-gita, the Indian literary classic."," California","Culver City","34.0251","-118.3972","4341","/places/hare-krishna-museum"
"Kendall Alley","A cobblestone alley with an interesting past."," California","Los Angeles","34.0995","-118.1784","8473","/places/kendall-alley"
"Treasure Island","A man-made island in scenic San Francisco Bay."," California","San Francisco","37.816","-122.3713","4416","/places/treasure-island"
"Fern Dell Nature Museum","A common entry point to the Griffith Observatory trail holds its own wonders."," California","Los Angeles","34.1128","-118.3077","24419","/places/fern-dell-griffith-park"
"Goat Canyon Trestle","The world's largest wooden trestle stretches across this desert canyon in Anza-Borrego Desert State Park."," California","San Diego County","32.7291","-116.1834","11573","/places/goat-canyon-trestle"
"Spanish Monastery Stones","Remains of a 12th century chapter house in Golden Gate Park."," California","San Francisco","37.7671","-122.4676","2734","/places/spanish-monastery-stones"
"San Quentin Prison Gift Shop","Infamous prison has a delightful gift shop where one can buy prisoner-crafted souvenirs."," California","San Quentin","37.9415","-122.4836","4530","/places/san-quentin-prison-gft-shop"
"Charles M. Schulz Museum","A tribute to the life and work of the beloved ""Peanuts"" cartoonist."," California","Santa Rosa","38.4603","-122.7358","8143","/places/charles-m-schulz-museum"
"The Dominator Shipwreck","Remains of a Greek freighter trapped off of Rocky Point in 1961."," California","Palos Verdes Estates","33.7751","-118.4251","2377","/places/the-dominator-shipwreck-palos-verdes-estates-california"
"Cactus Store","The neighborhood shop is a sort of tiny cactus museum full of exotic specimens you can take home."," California","Los Angeles","34.0801","-118.2556","25475","/places/cactus-store"
"Malibu Hindu Temple","A glittering South Asian anomaly in a wealthy Los Angeles suburb."," California","Calabasas","34.0954","-118.7092","7401","/places/malibu-hindu-temple"
"Location of the Microsoft Windows XP Default Wallpaper","The unedited photograph called ""Bliss"" has graced the screens of over a billion computers."," California","Sonoma","38.2492","-122.4101","24314","/places/location-of-the-microsoft-windows-xp-wallpaper"
"Potato Chip Rock","This Pringle-shaped ledge makes for the perfect photo op."," California","Ramona","33.009","-116.9745","21365","/places/potato-chip-rock"
"Arion Press and M & H Type","Fonts are born and bred here at the oldest letterpress type foundry in the U.S."," California","San Francisco","37.7883","-122.4736","19674","/places/arion-press-and-mh-type"
"Moe's Books","A shape-shifting buy-sell-trade bookstore, born to Beatnik Era spirit."," California","Berkeley","37.8655","-122.2586","7438","/places/moe-s-books"
"Children's Fairyland","This Oakland fairytale kingdom, fiercely devoted to childlike whimsy, was an early inspiration for Disneyland."," California","Oakland","37.8087","-122.2589","13554","/places/children-s-fairyland"
"Folsom Prison Museum","This museum looks at the history of one of America's most famous prisons and most beloved albums."," California","Folsom","38.6931","-121.1617","6298","/places/folsom-prison-museum"
"Donner Party Artifacts","Bits and pieces from the ill-fated Donner Party's winter cabins."," California","Truckee","39.3246","-120.2329","5183","/places/donner-party-artifacts-memorial"
"Pappy and Harriet's Pioneertown Palace","A music-filled, booze-soaked oasis in the desert."," California","Pioneertown","34.1566","-116.4931","11287","/places/pappy-harriets-pioneertown-palace"
"Lookout Mountain Airforce Station","Secret US military film studio in the Hollywood Hills."," California","Los Angeles","34.1111","-118.3859","1332","/places/lookout-mountain-airforce-station"
"Egg Vending Machine at Glaum Ranch","At this California chicken ranch four bucks will get you 22 eggs and a chorus of dancing animatronic poultry."," California","Aptos","36.989","-121.8632","20153","/places/egg-vending-machine-at-glaum-ranch-aptos-california"
"Bay Area Thelemic Temple","A temple devoted to inner esoteric mysteries located in a California commercial strip."," California","Oakland","37.7965","-122.2651","9051","/places/bay-area-thelemic-temple"
"Bombay Beach","Version of the French Riviera destroyed by the sea."," California","Bombay Beach","33.3506","-115.7296","2559","/places/bombay-beach"
"Mount Tamalpais Aircraft Crash Site","Law-protected wreckage serves as a peculiar memorial for an almost forgotten World War II tragedy."," California","Mill Valley","37.923","-122.5741","4275","/places/mount-tamalpais-aircraft-crash-site"
"Burlingame Museum of Pez Memorabilia","A comprehensive collection of Pez dispensers."," California","Burlingame","37.5791","-122.3441","1765","/places/burlingame-museum-pez-memorabilia"
"Prelinger Library","Appropriation-friendly collection of books, periodicals, and more."," California","San Francisco","37.7759","-122.4103","3025","/places/the-prelinger-library-san-francisco-california"
"M*A*S*H Filming Location","The show's fictional Korean medical camp was created in the Santa Monica hills."," California","Agoura Hills","34.098","-118.7314","21562","/places/mash-filming-location"
"Monarch Grove Sanctuary","Every year, over 25,000 monarchs overwinter in Pacific Grove."," California","Pacific Grove","36.6264","-121.9302","2200","/places/monarch-grove-sanctuary"
"Takara Sake Museum","The only museum of Sake in the United States is nestled in an unlikely California college town."," California","Berkeley","37.8661","-122.3","4396","/places/takara-sake-museum"
"Rosicrucian Park","The headquarters of a secretive order is also a beautifully-designed park."," California","San Jose","37.334","-121.9226","9055","/places/rosicrucian-park"
